question,answer,type,entities,timestamp
How to cultivate cabbage successfully?,"🌾 COMPLETE GUIDE: CABBAGE IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 15-20°C
💧 Water: moderate, 380-500mm
📍 Regions: Punjab, KPK

🎯 Varieties: Golden Acre, Copenhagen Market, Punjab-2012, NAB-505
💊 Fertilizer: NPK 120:80:60, urea
🐛 Pests: cabbage worm, aphids
🦠 Diseases: black rot, downy mildew
📈 Yield: 150-250 maunds, 8000-13000 kg

⏱️ Duration: 90-120 days
🌾 Harvest: January 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['cabbage'],2026-02-12T17:23:09.527863
How to test soil quality at home?,"🔬 SOIL TESTING GUIDE

When: Before each season
How:
• 10-15 samples from field
• 0-15cm depth
• Mix, air-dry, label

Where:
• Provincial Soil Testing Labs
• District Agriculture Offices
• PARC labs

Tests: pH, EC, N, P, K, micronutrients
Cost: PKR 500-5000",practical,[],2026-02-12T17:23:09.534870
Popular varieties of barley recommended for Pakistan?,"🌾 COMPLETE GUIDE: BARLEY IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 350-500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Jau-95, B-600, Ac barley, Haritaki
💊 Fertilizer: NPK 60:30:20, urea
🐛 Pests: aphids, armyworm
🦠 Diseases: rust, loose smut
📈 Yield: 20-35 maunds, 800-1400 kg

⏱️ Duration: 90-110 days
🌾 Harvest: March 15 - April 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['barley'],2026-02-12T17:23:09.535877
Football results?,"I specialize only in agriculture-related topics. Please ask about crops, soil types, farming practices, irrigation methods, pest control, harvest techniques, or Pakistan agriculture.",out_of_domain,[],2026-02-12T17:23:09.558403
Medical advice,"I specialize only in agriculture-related topics. Please ask about crops, soil types, farming practices, irrigation methods, pest control, harvest techniques, or Pakistan agriculture.",out_of_domain,[],2026-02-12T17:23:09.558403
sorghum cultivation guide for Pakistani farmers,"🌾 COMPLETE GUIDE: SORGHUM IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 25-35°C
💧 Water: moderate, 450-650mm
📍 Regions: Punjab, Sindh

🎯 Varieties: YSS-39, SSG-59, CSV-15, SPV-1411
💊 Fertilizer: NPK 80:40:20, urea
🐛 Pests: stem borer, shoot fly
🦠 Diseases: anthracnose, grain mold
📈 Yield: 35-55 maunds, 1500-2500 kg

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sorghum'],2026-02-12T17:23:09.532869
date palm cultivation guide for Pakistani farmers,"🌾 COMPLETE GUIDE: DATE PALM IN PAKISTAN

📅 Season: summer
🌱 Soil: well-drained sandy, loamy
🌡️ Temperature: 25-40°C
💧 Water: low to moderate, 600-800mm annually
📍 Regions: Balochistan (Makran), Sindh (Thar)

🎯 Varieties: Aseel, Begum Jangi, Khadrawi, Zahidi
💊 Fertilizer: NPK 50:30:50, urea
🐛 Pests: red palm weevil, date palm scale
🦠 Diseases: date palm decline, bayoud disease
📈 Yield: 40-80 maunds, 2000-4000 kg

⏱️ Duration: perennial, 4-6 years to bearing
🌾 Harvest: July 15 - October 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['date palm'],2026-02-12T17:23:09.530874
How to cultivate sunflower successfully?,"🌾 COMPLETE GUIDE: SUNFLOWER IN PAKISTAN

📅 Season: rabi, spring
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 20-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Hysun-33, Hysun-39, SF-187, S-278
💊 Fertilizer: NPK 60:40:20, urea
🐛 Pests: head borer, jassids
🦠 Diseases: downy mildew, alternaria leaf spot
📈 Yield: 25-40 maunds, 1000-1500 kg

⏱️ Duration: 90-110 days
🌾 Harvest: June 15 - July 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sunflower'],2026-02-12T17:23:09.538876
Rice cultivation in Pakistan - complete guide?,"Pakistan agriculture: Diverse across provinces. Punjab leads in wheat/rice, Sindh in rice/cotton, Balochistan in dates/fruits, KPK in fruits/vegetables. Contact local extension for specifics.",pakistan_specific,['rice'],2026-02-12T17:23:09.524358
Should I grow banana or watermelon?,"🌾 COMPARISON: BANANA vs WATERMELON

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Banana             │ Watermelon         │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ year-round         │ kharif             │
│ Duration     │ 10-15 months       │ 75-90 days         │
│ Soil         │ deep loamy         │ sandy loam         │
│ Water        │ high               │ moderate           │
│ Yield/Acre   │ 150-250 dozens     │ 100-180 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Banana: Sindh (lower), Punjab (Multan)
Watermelon: Punjab, Sindh",comparison_crop,"['banana', 'watermelon']",2026-02-12T17:23:09.524358
apple cultivation guide for Pakistani farmers,"🌾 COMPLETE GUIDE: APPLE IN PAKISTAN

📅 Season: autumn
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 15-28°C
💧 Water: moderate, 800-1200mm annually
📍 Regions: KPK (Swat, Hazara), Gilgit-Baltistan

🎯 Varieties: Kashmiri (Delicious), Red Delicious, Golden Delicious, Gala
💊 Fertilizer: NPK 150:75:75, urea
🐛 Pests: codling moth, apple maggot
🦠 Diseases: apple scab, powdery mildew
📈 Yield: 80-150 maunds, 4000-7500 kg

⏱️ Duration: perennial, 4-5 years to bearing
🌾 Harvest: July 15 - October 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['apple'],2026-02-12T17:23:09.542876
How much fertilizer for spinach per acre?,"💊 FERTILIZER FOR SPINACH

Basal: NPK 60:40:40
Additional: urea, DAP, FYM 8-10 tons/acre

Tips:
• Soil test first
• Split nitrogen applications
• Apply when soil moist
• Include micronutrients",practical,['spinach'],2026-02-12T17:23:09.526355
apple vs brinjal: yield comparison per acre,"🌾 COMPARISON: APPLE vs BRINJAL

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Apple              │ Brinjal            │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ autumn             │ kharif             │
│ Duration     │ perennial          │ 100-120 days       │
│ Soil         │ well-drained loamy │ loamy              │
│ Water        │ moderate           │ moderate           │
│ Yield/Acre   │ 80-150 maunds      │ 120-200 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Apple: KPK (Swat, Hazara), Gilgit-Baltistan
Brinjal: Punjab, Sindh",comparison_crop,"['brinjal', 'apple']",2026-02-12T17:23:09.527355
Which crops are suitable for Punjab's climate?,"🌾 PUNJAB AGRICULTURE

Major Crops:
• Wheat (largest producer)
• Rice (Basmati exports)
• Cotton, Sugarcane
• Mangoes (Multan, Bahawalpur)
• Kinnow citrus

Regions:
• Central Punjab: Wheat, rice, cotton
• South Punjab: Mangoes, citrus
• North Punjab: Vegetables, fruits

Irrigation: Canal and tube wells
Climate: Subtropical",pakistan_specific,[],2026-02-12T17:23:09.520351
Best practices for sorghum cultivation?,"🌾 COMPLETE GUIDE: SORGHUM IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 25-35°C
💧 Water: moderate, 450-650mm
📍 Regions: Punjab, Sindh

🎯 Varieties: YSS-39, SSG-59, CSV-15, SPV-1411
💊 Fertilizer: NPK 80:40:20, urea
🐛 Pests: stem borer, shoot fly
🦠 Diseases: anthracnose, grain mold
📈 Yield: 35-55 maunds, 1500-2500 kg

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sorghum'],2026-02-12T17:23:09.536878
Difference between mountain and alluvial soil,"📊 COMPARISON: MOUNTAIN vs ALLUVIAL SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Mountain       │ Alluvial       │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable, often stony │ variable       │
│ Drainage    │ excessive      │ good           │
│ Water Hold  │ poor           │ variable       │
│ Nutrients   │ variable       │ high           │
└─────────────┴────────────────┴────────────────┘

Mountain crops: maize, wheat, potato
Alluvial crops: rice, wheat, sugarcane",comparison_soil,"['mountain', 'alluvial']",2026-02-12T17:23:09.556405
When to harvest onion for maximum yield?,"🌾 HARVESTING ONION

Time: March 15 - May 31
Signs: Color change, hardness, moisture 12-14%
Methods: Manual (small), Mechanical (large)
Post-Harvest: Dry, clean, grade, store properly",practical,['onion'],2026-02-12T17:23:09.525358
Compare alluvial and sandy soils for agriculture,"📊 COMPARISON: ALLUVIAL vs SANDY SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Alluvial       │ Sandy          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable       │ coarse         │
│ Drainage    │ good           │ excellent      │
│ Water Hold  │ variable       │ poor           │
│ Nutrients   │ high           │ low to medium  │
└─────────────┴────────────────┴────────────────┘

Alluvial crops: rice, wheat, sugarcane
Sandy crops: groundnut, watermelon, carrot",comparison_soil,"['sandy', 'alluvial']",2026-02-12T17:23:09.538876
alluvial vs loamy: which has better drainage?,"📊 COMPARISON: ALLUVIAL vs LOAMY SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Alluvial       │ Loamy          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable       │ medium         │
│ Drainage    │ good           │ good           │
│ Water Hold  │ variable       │ good           │
│ Nutrients   │ high           │ moderate to high │
└─────────────┴────────────────┴────────────────┘

Alluvial crops: rice, wheat, sugarcane
Loamy crops: most crops, vegetables, fruits",comparison_soil,"['loamy', 'alluvial']",2026-02-12T17:23:09.545876
Ideal temperature for groundnut cultivation?,"🌾 COMPLETE GUIDE: GROUNDNUT IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained sandy loam, loamy sand
🌡️ Temperature: 25-30°C
💧 Water: moderate, 500-700mm
📍 Regions: Punjab, Sindh

🎯 Varieties: BARD-482, Golden, Jumber-95, M-522
💊 Fertilizer: NPK 40:60:40, DAP
🐛 Pests: termites, white grub
🦠 Diseases: early leaf spot, late leaf spot
📈 Yield: 25-40 maunds (pods), 1000-1600 kg

⏱️ Duration: 120-140 days
🌾 Harvest: October 15 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['groundnut'],2026-02-12T17:23:09.532869
Which is better: sandy loam or loamy soil?,"📊 COMPARISON: SANDY LOAM vs LOAMY SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Sandy Loam     │ Loamy          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium coarse  │ medium         │
│ Drainage    │ good to excellent │ good           │
│ Water Hold  │ moderate       │ good           │
│ Nutrients   │ low to moderate │ moderate to high │
└─────────────┴────────────────┴────────────────┘

Sandy Loam crops: maize, cotton, tomato
Loamy crops: most crops, vegetables, fruits",comparison_soil,"['loamy', 'sandy', 'sandy loam']",2026-02-12T17:23:09.537876
Difference between mountain and sandy loam soil,"📊 COMPARISON: MOUNTAIN vs SANDY LOAM SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Mountain       │ Sandy Loam     │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable, often stony │ medium coarse  │
│ Drainage    │ excessive      │ good to excellent │
│ Water Hold  │ poor           │ moderate       │
│ Nutrients   │ variable       │ low to moderate │
└─────────────┴────────────────┴────────────────┘

Mountain crops: maize, wheat, potato
Sandy Loam crops: maize, cotton, tomato",comparison_soil,"['mountain', 'sandy', 'sandy loam']",2026-02-12T17:23:09.541879
